"si","sj","logLik","AIC","BIC"
"sys60","sys62",17,17,4
"sys60","sys66",214,214,3
"sys60","sys68",214,16,0
"sys60","sys69",204,204,0
"sys60","sys70",204,1,1
"sys60","sys71",2,0,0
"sys60","sys72",13,13,13
"sys60","sys73",104,0,0
"sys60","sys74",13,13,13
"sys60","sys76",214,214,0
"sys60","sys77",104,6,6
"sys60","sys78",214,0,0
"sys60","sys79",104,104,0
"sys60","sys80",204,0,0
"sys60","sys81",104,104,0
"sys60","sys82",104,4,4
"sys60","sys85",214,214,0
"sys60","sys87",214,214,3
"sys60","sys88",19,1,1
"sys61","sys62",17,17,4
"sys61","sys66",20,16,16
"sys61","sys68",214,16,0
"sys61","sys69",204,204,0
"sys61","sys70",9,3,3
"sys61","sys71",2,0,0
"sys61","sys72",13,13,13
"sys61","sys73",104,104,0
"sys61","sys74",104,13,13
"sys61","sys76",214,214,0
"sys61","sys77",104,6,0
"sys61","sys78",214,0,0
"sys61","sys79",204,204,0
"sys61","sys80",204,204,0
"sys61","sys81",104,0,0
"sys61","sys82",104,4,4
"sys61","sys85",204,204,204
"sys61","sys87",214,214,3
"sys61","sys88",214,14,14
"sys62","sys66",104,104,16
"sys62","sys68",104,104,0
"sys62","sys69",204,204,4
"sys62","sys70",9,1,1
"sys62","sys71",2,0,0
"sys62","sys72",214,214,214
"sys62","sys73",214,214,214
"sys62","sys74",17,14,0
"sys62","sys76",204,204,204
"sys62","sys77",104,6,0
"sys62","sys78",114,114,0
"sys62","sys79",204,204,0
"sys62","sys80",204,204,0
"sys62","sys81",104,0,0
"sys62","sys82",9,4,4
"sys62","sys85",204,204,204
"sys62","sys87",20,5,5
"sys62","sys88",19,19,4
"sys66","sys68",9,9,14
"sys66","sys69",10,4,4
"sys66","sys70",10,4,4
"sys66","sys71",20,16,16
"sys66","sys72",214,214,214
"sys66","sys73",214,214,14
"sys66","sys74",104,104,104
"sys66","sys76",1,1,1
"sys66","sys77",214,214,14
"sys66","sys78",1,1,1
"sys66","sys79",7,1,1
"sys66","sys80",19,14,14
"sys66","sys81",19,14,14
"sys66","sys82",214,214,3
"sys66","sys85",9,1,1
"sys66","sys87",17,4,4
"sys66","sys88",2,2,5
"sys68","sys69",214,214,5
"sys68","sys70",2,2,4
"sys68","sys71",2,0,0
"sys68","sys72",214,214,5
"sys68","sys73",214,214,3
"sys68","sys74",1,1,0
"sys68","sys76",214,214,14
"sys68","sys77",214,14,14
"sys68","sys78",20,16,16
"sys68","sys79",214,214,16
"sys68","sys80",214,214,16
"sys68","sys81",214,214,214
"sys68","sys82",214,14,14
"sys68","sys85",7,1,1
"sys68","sys87",104,4,4
"sys68","sys88",2,2,2
"sys69","sys70",1,1,1
"sys69","sys71",9,0,0
"sys69","sys72",10,5,5
"sys69","sys73",2,5,5
"sys69","sys74",10,5,5
"sys69","sys76",13,13,13
"sys69","sys77",10,6,6
"sys69","sys78",13,13,13
"sys69","sys79",13,13,13
"sys69","sys80",13,13,13
"sys69","sys81",13,13,13
"sys69","sys82",20,5,5
"sys69","sys85",204,204,6
"sys69","sys87",10,10,13
"sys69","sys88",19,1,1
"sys70","sys71",104,104,0
"sys70","sys72",10,10,4
"sys70","sys73",104,13,0
"sys70","sys74",10,5,5
"sys70","sys76",13,13,13
"sys70","sys77",13,13,13
"sys70","sys78",10,6,6
"sys70","sys79",13,13,13
"sys70","sys80",13,13,13
"sys70","sys81",13,13,13
"sys70","sys82",20,5,5
"sys70","sys85",204,13,13
"sys70","sys87",10,13,13
"sys70","sys88",9,9,4
"sys71","sys72",2,0,0
"sys71","sys73",2,0,0
"sys71","sys74",2,2,0
"sys71","sys76",2,0,0
"sys71","sys77",5,0,0
"sys71","sys78",214,214,0
"sys71","sys79",2,0,0
"sys71","sys80",2,0,0
"sys71","sys81",224,0,0
"sys71","sys82",224,224,0
"sys71","sys85",2,2,0
"sys71","sys87",234,0,0
"sys71","sys88",114,114,114
"sys72","sys73",214,14,14
"sys72","sys74",9,9,9
"sys72","sys76",204,204,204
"sys72","sys77",204,204,13
"sys72","sys78",114,114,114
"sys72","sys79",19,19,14
"sys72","sys80",19,19,19
"sys72","sys81",10,5,5
"sys72","sys82",1,1,1
"sys72","sys85",204,204,0
"sys72","sys87",204,204,204
"sys72","sys88",114,114,0
"sys73","sys74",19,19,14
"sys73","sys76",9,4,4
"sys73","sys77",114,114,114
"sys73","sys78",114,114,114
"sys73","sys79",114,114,114
"sys73","sys80",114,114,114
"sys73","sys81",114,114,114
"sys73","sys82",20,16,16
"sys73","sys85",2,0,0
"sys73","sys87",204,4,4
"sys73","sys88",204,204,0
"sys74","sys76",204,204,13
"sys74","sys77",10,13,13
"sys74","sys78",10,10,0
"sys74","sys79",19,19,1
"sys74","sys80",19,19,5
"sys74","sys81",13,13,13
"sys74","sys82",20,1,1
"sys74","sys85",204,204,204
"sys74","sys87",204,204,204
"sys74","sys88",114,114,114
"sys76","sys77",9,9,14
"sys76","sys78",20,20,14
"sys76","sys79",9,1,1
"sys76","sys80",9,1,1
"sys76","sys81",9,9,14
"sys76","sys82",114,0,0
"sys76","sys85",9,4,4
"sys76","sys87",1,1,1
"sys76","sys88",114,114,0
"sys77","sys78",9,9,14
"sys77","sys79",9,14,14
"sys77","sys80",9,14,14
"sys77","sys81",7,14,14
"sys77","sys82",10,5,5
"sys77","sys85",2,2,4
"sys77","sys87",10,5,5
"sys77","sys88",204,6,6
"sys78","sys79",1,1,1
"sys78","sys80",1,1,1
"sys78","sys81",1,1,1
"sys78","sys82",104,0,0
"sys78","sys85",9,4,4
"sys78","sys87",20,3,3
"sys78","sys88",204,0,0
"sys79","sys80",5,5,5
"sys79","sys81",5,5,5
"sys79","sys82",214,14,0
"sys79","sys85",2,4,4
"sys79","sys87",7,4,4
"sys79","sys88",2,5,5
"sys80","sys81",7,14,14
"sys80","sys82",214,214,214
"sys80","sys85",9,9,4
"sys80","sys87",7,1,1
"sys80","sys88",2,2,5
"sys81","sys82",214,14,0
"sys81","sys85",9,4,4
"sys81","sys87",7,4,4
"sys81","sys88",2,4,4
"sys82","sys85",114,114,3
"sys82","sys87",20,5,5
"sys82","sys88",114,114,5
"sys85","sys87",10,5,5
"sys85","sys88",2,2,2
"sys87","sys88",10,6,6
